,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
36153,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006103,CINESYSTEM PARQUE SHOPPING SULACAP SALA 09,33.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36154,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006103,CINESYSTEM PARQUE SHOPPING SULACAP SALA 09,15.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36155,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006103,CINESYSTEM PARQUE SHOPPING SULACAP SALA 09,17.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36163,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5005009,CINESYSTEM S SULACAP 06,22.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36173,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003040,CINESYSTEM VIA BRASIL 1,8.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36174,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003040,CINESYSTEM VIA BRASIL 1,21.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36175,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003040,CINESYSTEM VIA BRASIL 1,6.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36239,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000703,DOWTOWN 2,3.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36240,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000703,DOWTOWN 2,7.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36241,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000703,DOWTOWN 2,2.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36242,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000703,DOWTOWN 2,14.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36243,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000703,DOWTOWN 2,16.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36311,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000216,IGUATEMI 7,17.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36312,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000216,IGUATEMI 7,19.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36316,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002780,ILHA PLAZA 03,40.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36317,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002780,ILHA PLAZA 03,14.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36324,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003374,JARDIM GUADALUPE 03,28.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
36325,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003374,JARDIM GUADALUPE 03,18.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
36342,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5001960,KINOPLEX NOVA AMÉRICA SALA 04,103.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36343,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5001960,KINOPLEX NOVA AMÉRICA SALA 04,44.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36355,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5005519,KINOPLEX RIO SUL - SALA PLATINUM 05,30.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36356,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5005520,KINOPLEX RIO SUL - SALA PLATINUM 06,34.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36357,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002178,KINOPLEX TIJUCA SALA 04,27.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
36358,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002178,KINOPLEX TIJUCA SALA 04,48.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
36359,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002178,KINOPLEX TIJUCA SALA 04,58.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
36362,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002197,KINOPLEX VIA PARQUE 1,8.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36363,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002197,KINOPLEX VIA PARQUE 1,19.0,6000037.0,1991,13454,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36365,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002890,KINOPLEX WEST SHOPPING RIO 03,11.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36366,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002890,KINOPLEX WEST SHOPPING RIO 03,31.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36494,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000767,NEW YORK CITY CENTER - SALA 03,48.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36495,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,28.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36496,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,62.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36497,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36498,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,22.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36499,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,23.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36500,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000778,NEW YORK CITY CENTER - SALA 14,66.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36642,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000061,SALA KINOPLEX MADUREIRA 01,45.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36643,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5000062,SALA KINOPLEX MADUREIRA 02,7.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
36652,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5004746,SALA METROPOLITANO BARRA 05,15.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36653,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5004746,SALA METROPOLITANO BARRA 05,6.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36654,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5004746,SALA METROPOLITANO BARRA 05,11.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36655,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5004746,SALA METROPOLITANO BARRA 05,13.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36742,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002056,UCI - KINOPLEX NORTE SHOPPING - SALA 01,14.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
36743,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002050,UCI - KINOPLEX NORTE SHOPPING - SALA 04,47.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
36744,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5002050,UCI - KINOPLEX NORTE SHOPPING - SALA 04,77.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
36757,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003763,UCI BRASIL - PARK CG - SALA 06,43.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36758,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003763,UCI BRASIL - PARK CG - SALA 06,70.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36759,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5003763,UCI BRASIL - PARK CG - SALA 06,4.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36796,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006739,UCI PARK JACAREPAGUÁ 1,52.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36797,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006739,UCI PARK JACAREPAGUÁ 1,15.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36798,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006742,UCI PARK JACAREPAGUÁ 4,6.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36799,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006742,UCI PARK JACAREPAGUÁ 4,17.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36800,03/08/2024,THE EXORCISM,O EXORCISMO,E2400171800000,ESTADOS UNIDOS,5006742,UCI PARK JACAREPAGUÁ 4,18.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
36871,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5005176,CINE ESTAÇÃO NET RIO - SALA 4,7.0,6000030.0,592,5126,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
36872,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5005176,CINE ESTAÇÃO NET RIO - SALA 4,14.0,6000030.0,592,5126,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
36916,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006100,CINESYSTEM AMÉRICAS 08,6.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36917,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006100,CINESYSTEM AMÉRICAS 08,7.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36918,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006101,CINESYSTEM AMÉRICAS 09,1.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36921,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5007164,CINESYSTEM BOTAFOGO SALA 05,9.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
36922,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5007164,CINESYSTEM BOTAFOGO SALA 05,,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
36931,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006103,CINESYSTEM PARQUE SHOPPING SULACAP SALA 09,3.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36936,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5005009,CINESYSTEM S SULACAP 06,2.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36958,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5000712,DOWTOWN 11,1.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36959,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5000712,DOWTOWN 11,2.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36960,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5000712,DOWTOWN 11,4.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
36979,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5002782,ILHA PLAZA 02,11.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
36982,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5002207,KINOPLEX FASHION MALL SALA 03,4.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37007,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5000779,NEW YORK CITY CENTER - SALA 15,13.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37008,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5000779,NEW YORK CITY CENTER - SALA 15,5.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37065,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5002050,UCI - KINOPLEX NORTE SHOPPING - SALA 04,10.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37069,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5003763,UCI BRASIL - PARK CG - SALA 06,22.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37089,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006742,UCI PARK JACAREPAGUÁ 4,3.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37090,03/08/2024,TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,E2400199900000,ESTADOS UNIDOS,5006742,UCI PARK JACAREPAGUÁ 4,7.0,6000058.0,749,50201,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37104,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000340,BOTAFOGO 4,11.0,6000018.0,1843,2541,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37106,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000240,CARIOCA SHOPPING 4,18.0,6000018.0,1843,2525,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37170,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5005000,CINESYSTEM AMERICAS 04,6.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37172,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5002132,CINESYSTEM BANGU 06,21.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37173,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5007160,CINESYSTEM BOTAFOGO SALA 01,41.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37196,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000702,DOWTOWN 1,61.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37197,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000702,DOWTOWN 1,45.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37206,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000216,IGUATEMI 7,33.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37220,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5005519,KINOPLEX RIO SUL - SALA PLATINUM 05,13.0,6000037.0,1991,2390,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37221,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5002179,KINOPLEX TIJUCA SALA 05,26.0,6000037.0,11751,13416,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37244,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000771,NEW YORK CITY CENTER - SALA 07,35.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37245,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000773,NEW YORK CITY CENTER - SALA 09,59.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37272,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5001933,SALA KINOPLEX LEBLON SALA 04,88.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
37289,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5000077,SÃO LUIZ 3,15.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
37292,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,5.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37293,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5002053,UCI - KINOPLEX NORTE SHOPPING - SALA 08,87.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
37296,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5003756,UCI BRASIL CG - SALA 05,60.0,6000058.0,749,23929,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
37302,03/08/2024,TWISTERS,TWISTERS,E2400159600000,ESTADOS UNIDOS,5003637,VILLAGE MALL 04,41.0,6000018.0,1843,22951,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
37313,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5006100,CINESYSTEM AMÉRICAS 08,,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37314,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5006100,CINESYSTEM AMÉRICAS 08,9.0,6000027.0,5348,28834,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37317,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5002129,CINESYSTEM BANGU 04,,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37318,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5002132,CINESYSTEM BANGU 06,2.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37319,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5007160,CINESYSTEM BOTAFOGO SALA 01,,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
37321,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5001650,CINESYSTEM CINEMAS 1,,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37322,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5001651,CINESYSTEM CINEMAS 2,,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
37326,03/08/2024,TÔ DE GRAÇA - O FILME,,B2400057900000,BRASIL,5006103,CINESYSTEM PARQUE SHOPPING SULACAP SALA 09,4.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
